GPNMB BAP1
NRBP1 LMAN1
EPHX3 SLAMF6
CPA3 CTSG
SMARCAL1 KLF7
CRHR2 SETD2
KIR2DS1 SIRPA
TSPAN7 GAL3ST1
NEBL NKX6-3
HIST2H3C QRSL1
VCAN PRELID1
OR2V1 BET1L
SLC5A9 E2F1
PHF13 IBTK
OR10H3 ADH7
CHEK1 RAD51B
MAEA GATA4
GREM1 PPT1
SLC25A4 AQP6
PARD6B LRR1
FFAR1 CCL3
NR6A1 CCKBR
ATP6V1B1 SPP1
GEMIN5 LCLAT1
RBAK SCRT1
BSG DLAT
HCN4 UTS2
ACTR3 CXCL8
GABRB1 OR5AN1
TREX1 KIFC3
HRH2 IL6ST
NR2E3 BTF3
ELMOD2 OR2T5
IGLV1-44 CDH11
CD300A EZH2
NECAP1 EP400
DHX9 EPO
AES PLXNA1
CR1 RAB2A
GBA GNAS
IVNS1ABP IFNGR2
KRTAP6-1 KRT9
CLASP2 CDX4
GALNT8 PTGDR2
ITGA9 ZYX
GAB1 TNFRSF17
SERTAD3 OSGIN1
KCNN1 ATXN3
ACE PRSS2
SPTLC1 OR10H3
NPM2 DAZ1
GP1BB MIR520B
KHDRBS1 NPLOC4
HSF2BP LDHC
DYNC1LI2 BORCS5
TCEB3C KRTAP10-5
IGF1 CALCA
LGR4 CRTC1
LRRC8D NOD1
RUNX1 CREG1
AP1G1 TAP2
DNASE2 PAPD7
CLPTM1 RECQL4
IL13 NOX4
CD160 NBEAL2
NSUN6 ADCY5
SUPT16H CBFB
HOXA13 TBX3
FTH1 BUB1
TENM1 IL15
GRIN2D KRT13
TAGLN3 EPB41L2
ZDHHC17 UBA2
PATZ1 POU5F1
TLR6 JUN
FNBP1 CEACAM5
BCCIP USP19
PMM1 DEFB118
POU2F3 MYOD1
KIR2DL3 GLP1R
USP38 CLIC1
SLC6A9 NOBOX
CCL2 STAT5A
PTAFR CCL25
EVI5L KIR2DS5
COL11A1 CRYBA1
ELP2 ABCC5
GAS1 RPRM
KCNQ5 HOMER1
PCDHA6 ITGB1BP1
GJB1 DOC2A
OR2T33 OR2AG2
ARHGDIA BIRC6
FPR2 CD9
OR10Q1 SLC34A3
ELAVL2 NANOG
PCP4 PSPN
ST8SIA3 IGKV1-12
CCL3 CLEC2B
SLC12A7 SLC1A7
PCDHB6 PCDHA6
HSF2 TNK2
TGFBI GUCA1C
CSE1L FSCN1
HOXA13 ACSL4
AKAP9 RAB6C
ZSWIM7 DGKB
ADRA1D STIL
RABGAP1 SPIDR
EFNB2 TNFSF9
THEG CYP4F8
POLR2I CCNT1
SELPLG TNFRSF13C
SLC22A3 SLC46A1
MIF ACHE
IFI44 HNRNPUL1
MMP3 SUFU
DEAF1 IGF2BP3
MCM3 POLA1
CLASP1 GLYAT
LTF BST1
OR7G1 MUC21
SOX11 OR5D14
INHA BRCA1
CNIH1 IL27RA
PAX5 KDM5A
CSF3 IL9
SMAD3 ASH1L
S1PR1 SST
XAB2 RCC1
OR52B2 GDF10
MEOX2 MNT
SHFM1 CASP1
EFNB2 MIR26A1
PGF ZDHHC17
CDKN1A UMOD
KRT6B SNX33
F2R PLXNA3
HOXD13 NFIX
FOXK1 LRRC8A
CD160 CXCR2
ITPKB ADRA2A
DRD2 KCND2
CD3EAP SGK2
BHLHE41 TRIM38
FPR2 CCL4
CHRNA5 DOC2A
INSL4 GDF5
POMT1 GCNT2
ELF3 EHF
C1orf168 NLRP7
ARL5A AGPAT3
RNPS1 NONO
GML PAWR
FBXW8 UST
LMAN1 SEC22C
EREG CCL20
TNFRSF9 LTA
CRNN EMCN
FGF18 ADGRG1
ETS1 HAMP
NR1H2 ECE1
CDK9 MED26
DTX4 MRPS14
SHPRH CEBPG
NFATC3 RELA
OR5AP2 LDLR
AFF3 MNT
MBOAT7 B3GALNT2
PRDX5 SCG2
SLC16A11 PAX1
SLC1A3 DBP
BPNT1 LSAMP
KANSL3 SMYD1
CCR3 APC
POLD4 NAE1
ADH7 PGD
USP21 RASGRF1
LSM6 HNRNPH3
ADORA3 DES
MLNR VIPR1
PDE6C TULP1
PGR KLF10
ACER1 GBE1
ARVCF TFAP4
PPP1R27 TMEM147
UCN ARAP1
ADRA2C FFAR2
VEGFA FEZ1
MNAT1 OR1B1
ATP2A2 PLOD1
FES IGFBP4
HTATSF1 HOXC6
FCGR3A ALG6
ACSM1 HECTD2
GSTP1 PTPRZ1
POMC GPR50
IFNA10 MYO1D
TAF11 SNRNP27
PATZ1 TMF1
EMILIN1 PELI3
KLRG1 CCL26
STAT6 CREG1
CEP89 CHD2
ARRDC1 SLC25A15
IGLV1-51 PARL
RAG1 APLN
NAXE DNASE2
MTIF3 PTPRB
PTS ALDOA
ERBB4 DLK1
AREG TNFAIP6
SELL SELPLG
SNRPD1 FOXM1
HSF2BP POLR2C
C12orf57 ZNF365
IDO2 GML
ADCYAP1 TNFAIP6
HMGB1 ATR
NR3C1 KLF5
CCL24 TNFRSF14
SLC34A2 ALPPL2
FGF4 RAMP3
MLYCD SCLT1
LOC105375355 IFNGR1
KCNH1 ATP1A4
COMP INHBA
NTSR1 S1PR4
MKI67 SIPA1
HCP5 HFE
CDK5 PRKD1
CCL14 TBX3
FBXO15 TMIGD2
ADRB2 S1PR4
KIF5C ATF1
DAGLB CALCRL
CASP5 UBA3
RAPGEF3 CD70
PNN ITGBL1
PDE1A GGT5
SIRT3 NUP133
DPYSL4 CYLD
BCAT1 COL4A4
GATA6 RORB
MAX HAND1
BASP1 CH25H
CNGA1 GRM8
CREBL2 CERCAM
EPHB2 MEF2C
FOLR3 UPF3A
KPNA4 ANXA1
TAS2R40 NOP2
DCT KRT15
NTRK2 NQO1
AFM C18orf32
S1PR3 PSIP1
CDH16 EFNB1
CRTC3 OLFM4
ADRB3 PDLIM7
SCN5A MARVELD2
EFNB3 FGF9
MXD1 FFAR1
CDK13 PKMYT1
S100A8 CXCL11
WAS VAPA
GPR17 MT1X
PAX1 FEV
CDK6 SUGT1
PROK2 PEA15
LY6G5B CENPE
PLS3 PDS5B
SLC17A3 SCN9A
DEFB127 PHAX
EPHB2 GMFB
PIK3R6 SOX3
HIST1H2BK FUT9
ZBTB49 OR5M1
ATP8A1 SLC40A1
CD33 CDC6
DOK1 EGFR
BMP3 SSTR3
ACAT2 RBP3
GIMAP7 KATNB1
CRYBB3 DHRS3
LCN1 MMP12
COG6 ELK1
UTS2 OPRK1
ACOT8 CCR7
NAIP SFRP1
DBF4 FZR1
CCR8 IL32
GCNT2 PIM1
DCP2 OR2W1
ARHGDIB IL18RAP
SNX18 OTOR
LIG3 REC8
ADAMTS8 RFWD3
KRTAP20-2 AQP1
INHBA TNFSF9
BTG1 TNFRSF8
RBM6 HCN1
CNNM2 NUP188
TICAM2 RHOC
PLA2G3 PLCD1
CTRL OLR1
USP28 ERCC1
LILRB2 SERPINB10
ENPP6 MAZ
OR2AP1 TMUB1
PRDM4 ACHE
RTN4 CCDC151
IL36G TNFRSF11A
LZTS1 SLC14A1
CHRM2 ALK
CYP46A1 NBPF3
FZR1 ARHGEF1
SOX21 SPIB
KDM1A RASGRF2
BRD7 KCNIP3
GHRH CALCA
NUDT3 CALCA
QPRT RUNX1T1
ITGAV MFGE8
CHUK TCF12
OR7A5 KLRC4-KLRK1
TSPAN31 BTC
SEPP1 SOD2
CXCL8 HDAC9
ITGA10 SIGLEC14
PTAFR CCL5
LY96 INHA
ZNF256 DDX41
SLC4A11 PIBF1
ACSM1 CGA
IAPP IL1A
SMARCAL1 MED23
CHRM4 BCAN
TARDBP NFIC
HTR7 KCND2
RXFP3 AVPR1A
P2RY11 NMUR2
AGTR1 HRH1
KHDRBS1 CCKBR
MXD4 ZNF202
LEFTY2 RUNX1
JAKMIP1 MINK1
PDGFRA BUB3
KCNJ11 HAO2
TMED10 OR2B3
PSMB9 FLT4
PPT1 ZIC1
TRAIP BNIP1
HSF2BP DTX1
EME1 TMTC2
CCL3 BMP3
ADCYAP1R1 UBE2E2
FCER2 GPR18
HLX DRG1
DES FUT8
ATG3 BACE1
ITGB1BP2 MEF2C
SLC4A2 SF3A1
SYCP3 TXNL4A
PLK1 STIL
SIRPB1 IFNB1
MAEA SLC30A10
SPHAR MCM2
CCT4 DNAJB2
PFDN5 SLC9A6
TAL1 ARHGEF1
MGLL IL1RAP
TNK2 HACD3
RRH TAAR9
B3GALT6 GAA
FBXW7 CBLL1
MSH6 OGG1
HEXA DNAAF2
CXCR1 CCL28
TRERF1 CALCOCO2
TNFRSF17 TGIF1
IGFBP4 TSPY1
TNS2 KLK7
MIR590 APOBEC3D
C3orf38 RASGRP3
TIMM44 ACOT12
KCND3 KCNK1
EDAR LAMC2
CHRM1 PCNA
AMHR2 TSPY1
VKORC1L1 VPS39
NPAS1 CELSR1
SIRPG VHL
CDH24 ZC3H3
PTCH1 CREG1
HYOU1 NDUFS3
HEXB CHST6
ALDH3B1 APOL1
DGKK SPHK1
ADORA1 IL1A
CPS1 AAK1
DEFA1 NCF4
AKAP9 SYN2
SDCCAG3 SCAMP5
EXT1 SHOX2
SIRPG TNFSF8
SPATA18 NECTIN3
MERTK ADAM17
TRAPPC6B HIST1H2AE
ATP8A2 OR6B2
OR9G1 MIR199A1
ZNF263 HMGA2
DDAH2 CPEB1
NRP1 CXCL14
CNTFR APLP1
GAS2L3 MRPL13
PCNA SERPINF1
MAG GNRHR2
DEFB4A LPAR4
CDY2B TMIGD3
AGPAT2 MIR126
HRH1 PTAFR
PPP1R17 IL1RAPL2
ESYT1 IGLV3-19
FOSB PAEP
DEFA1 RGS1
PFDN5 TP53
CCL5 CHST2
PICALM VAPB
DAB2 CBFA2T2
MBP S100B
NFKB2 RREB1
IFNA4 MIR103A1
KLRG1 OR13G1
OXT OR8D4
IRX1 FCHO2
ODC1 HILPDA
MAN2B1 CTBP1
MCRS1 IGFBP4
POLR2F KLF11
KRT15 ATP2A2
FLOT2 KRT1
SUGT1 E2F5
SYT2 STMN3
CGA GJB1
CLDN4 ARHGEF5
AKAP9 ABCG2
LYPD1 PAFAH2
DTYMK SLC12A4
SPRR2F NSUN6
VSX1 RBP3
GPR179 HLA-C
TRAT1 PAGE1
POFUT2 PRPSAP1
PDS5B SSTR2
MNT RS1
AMPH MTNR1B
IL1A NMI
ASB5 OR5H1
CYP1B1 AKR1D1
F2 HOXC6
TMEM126B AP2B1
TEX19 PDE3A
IGF1 IGFBP4
KRTAP10-5 HCRTR1
MCAM SOX13
IL1RAP TCEB2
NFE2 TCF19
CDSN GPX7
CXCL10 NOX4
CHRM1 CALM3
PTGER1 GPR52
DTX1 TAF9
SLC6A1 DOC2A
LALBA DCX
CCDC125 HSPH1
DLG4 ST8SIA2
CDX2 ATOH1
NAALAD2 C5AR2
PLA2G16 SKIV2L
ATP6V1C1 UCP1
CHUK C5AR1
TMEM33 PPWD1
COL4A5 LSM1
KLF10 NCK2
WEE1 CSN1S1
DDIT3 ZNF219
ELMOD2 CLASP1
POGZ HSPA14
CCR9 PTGDR2
IKBIP DERA
MSN CD9
ATP6V0A2 CD22
SLC25A26 RAMP2
KIAA1033 KANK2
RPEL1 MGLL
ITK FGF4
TTLL8 MIR153-2
GRB10 GCGR
NES TIMM8A
RHOT1 TP53
RBP3 BEST1
NDRG4 LYVE1
RNF182 ARAP3
SRCAP NEUROG1
MMP15 CR1
CCR5 IL10RB
AMFR ARHGDIA
SIX6 TYR
SMARCD1 KLF7
CHST4 CD70
MICU2 PPIL1
FGF2 FGF17
DMP1 FBXW11
CHST4 SPRY2
TRIM27 ZEB1
POLR2I TRIP4
ADH7 ADRA1D
HOXB2 APOA4
F11R CCL4
ANKRD11 CAPN10
IL1A NFKBIA
COL4A3 BUB1
BTN2A1 PRR4
DDX41 PLXNA3
AQP6 NPHP1
PPP1R12B SAXO1
OR52B6 NTHL1
KRT16 RPS27
TACSTD2 CD70
TYMP MPV17
GSG2 MKNK1
NRG4 ACKR3
CD52 COL18A1
EPRS GEMIN5
IL13RA1 STC1
OR51I2 MICU3
PTPRU CHST4
SLC35D2 BCL6
MICAL1 MAU2
PGR CCL21
PYY CCL18
C8orf44-SGK3 MAD2L1
IER3IP1 IPO8
PRSS23 HOXA5
SIK3 AIDA
RHOBTB2 MEPE
OR3A1 KIFC1
DLX5 VLDLR
FGFR1OP IL12RB2
IFNA2 ASH1L
CASP4 CD2
AKT1 FOXC2
KCNIP1 HTR1E
KCND3 KCNJ10
PIP5K1A OR2Y1
POLR2F CCNT1
HSD11B1 GSPT1
ITGAX PITX2
PHLDA1 KIN
NRBF2 VAT1
AVIL PPT1
CCR5 CD22
ADRA1D GPR42
GUK1 JAML
ADRA1D EFNA2
CXCL10 TEK
CHST4 FGF16
ITGA5 MEN1
RS1 SIX3
ABLIM1 CCL2
MS4A2 STIL
TSEN15 MEF2C
SASS6 SIRT6
DDAH2 FCMR
TBC1D10C CD300A
CNGA1 COL18A1
NRG1 BET1L
EFNB3 MSI1
F11R CCL5
TPRA1 LDLR
NFE4 AGPAT1
KIF5C PAH
QPRT HTR6
CLCN4 PLPP4
PLA2G4A BASP1
PATJ SLCO1B1
AVIL RAMP1
GNE BCAT2
NME4 COL6A1
NF1 ING4
DDR2 CAMK2N1
PPIL2 GPX4
PATZ1 LIMD1
KHDRBS1 TP53
ATXN3 FGF17
CLEC2D STC1
CCL26 AOX1
GTF2B ZFHX3
ARID2 RFWD3
ENPP7 ING5
SNF8 POU4F1
NMB CCL20
FBXO27 LRP12
THOC7 SNRNP35
NF1 NME1
THOC5 POU6F2
BCAS2 SNRPB2
STARD3 MBTPS2
TRIM24 CCNK
TMEM165 NUP62
CCL19 FOSL1
SLC26A9 LHX1
FAM109B TAC4
PRG4 PYY
TNIK HTRA2
RAPGEF3 MIF
UBE2V2 CD81
ATR DLK1
MIR509-1 DDX39A
SIRT4 ART3
FFAR3 OTUD3
PYY FGF17
ZNF202 KCNK7
DCX GRIK1
PIAS4 SHANK2
CTRL MMP12
DSPP CREB3L2
CCDC14 NRN1L
KIFC3 ATP8A2
OR52E2 ANP32E
EXTL1 NPR3
CHRM1 SYK
INTS8 FARS2
CHRNA5 ZNF354A
CERS2 PARL
DES SGCA
ACOT7 MTTP
MAB21L2 AQP4
CXCR3 CXCR4
OR2V1 MIRLET7F2
EDN3 TRH
SLC4A5 SENP3
ADORA1 AIMP1
DCANP1 BCO1
MLNR BDKRB2
TBX3 NR2F2
NFRKB POLR2G
ITIH2 ARPIN
PDE11A HMBS
FFAR3 TREM1
KHDRBS3 DNAH9
MYO7A PDE6B
E2F4 UBE2V2
GSTP1 SOX8
CTSG CTSK
HRH1 S100A9
EFNB2 EFNB3
FGF12 TIFAB
HTATIP2 NRF1
ATP2C1 LAMB3
CCR6 WASF1
TAAR9 GPR1
COL7A1 KRT85
VCAN ITGBL1
TONSL DAGLB
AP1B1 PTPRD
HTR2A SH2D3C
CRYBA1 EYA3
COL9A3 UGT2B7
ZNF326 CECR1
KIR2DS5 NDUFA4
PELP1 SNX5
HBA1 KCNH2
IYD KCNB1
CITED2 SOD2
ARHGAP5 CST2
NR4A2 CD1B
GRB10 PLCD1
MERTK TMED1
SEPSECS TYSND1
DEFA3 ULK4
AKR1B1 THAP12
ING4 CDC6
TEX19 PWP1
CETP PITPNA
ELAVL1 BMP1
EGF CCL14
COX17 EVI5L
TMC2 TTC7A
FCGR1A IL17A
KRT23 GLP1R
ADGRB1 SST
NR5A2 NMI
AFF4 HTRA2
MPV17 VAT1
LDHC TFPT
COPS5 MRPL23
PARP1 POLR2E
SCUBE3 SCNN1B
TMEM9B PLEKHG5
CYP2A6 SH3GL3
MTCP1 BCL3
APLP1 NR2E1
NCKAP1 DRP2
FRMPD2 VEGFC
CXCL11 TNFRSF11A
SLC25A17 SLC7A2
ADRB2 GRM1
ALKBH5 IGKV2-30
CXCR2 ORM1
CDK5 TRAIP
METAP2 PADI4
GPC6 KDM3A
PRG4 VTI1B
FABP4 IGKV1D-33
NPC1 CYC1
RREB1 NELFA
KRT35 SFRP1
BECN2 CHMP2B
CDK7 TAL1
YAF2 GPR34
CEBPA DEAF1
LLGL1 IFNL4
MRPL17 LPCAT4
PCDHB5 AKAP5
DGCR8 RPS6KC1
RYBP IRF7
AKR1C1 SYT1
MED23 MED26
TNIP3 USH1C
COL11A1 BEST1
SGCD CLASP1
TMIGD3 SEPT6
CCR9 GLP1R
AKT1 KPNB1
CHRM2 LIMK1
ASH1L COPS2
AVIL KCNN3
SIPA1L3 ARHGAP5
CHRM2 AVPR2
KCNJ6 KCNS3
MNAT1 POU4F1
PDK2 BRS3
TMED1 AMH
CSF2RA SPP1
CACNB1 CCT4
IGSF1 LY6D
CTSK PHF19
ALOX15B CYB5R3
PDS5B RERG
MYL5 CARNMT1
MIR206 RHOG
BBC3 RAMP3
PCDH11X NFE2L2
PTBP1 RP9
CACNG6 DRAP1
TMEM165 DSG3
NGEF MFN1
GJB1 FGFBP1
SIRT3 SIRT1
SGCD PPARGC1B
TNC PSTPIP1
CDK6 GCG
GATAD2A OR52A1
DCAF7 CACNA1H
GZMB ING4
CDKN1A SLC4A10
NEUROG1 CREG1
KHDRBS1 MTCP1
RNASE6 CAMLG
SCN8A CBLN1
KCNQ3 OPRK1
IGF2 TNFRSF11B
OSCAR OR4F29
EFNA3 STAB1
APBA1 PRPS1
METTL1 TTLL8
FGD4 MPHOSPH8
TMEM17 ASPH
PNPLA5 AWAT2
MAB21L2 GPR45
SLC19A2 NFE4
ECE1 DUSP4
HOXD13 TRPS1
CCL25 MS4A2
VCAN ITGA9
IRF8 MAP4K2
SLC37A4 FAM210B
MARK4 NEURL1
MMP7 CASP8
ADRA1D SIPA1
UBXN8 PACRG
IGKV1-5 SLC13A4
IL17A TEK
EPRS LLGL1
OR8K3 SSTR2
CREBZF FUBP3
MRPS31 LMOD1
FOXE3 HAND1
KRTAP1-5 EHMT2
NEK1 KRT80
ADORA1 PCDHA8
NFYC SMARCA2
VPS13A MIR214
MNAT1 BUB3
CAMKK2 KAT8
CDS1 AIPL1
TOB2 RBBP6
DNAJA2 HK2
SF3A3 JAK3
KRTAP16-1 MRPL50
POU1F1 SNAPC2
KCNJ6 OR4M1
MCUR1 CRH
F2R RS1
HNRNPUL1 CCL22
GTF3C6 IL4
SOD2 CIAO1
PAX5 ZMYM4
COX17 PHKA2
FABP1 GNPAT
CDH17 SMTN
SNRNP200 SF3B3
SPACA4 OR5AU1
KRTAP6-2 PLD6
TNFRSF17 CDK13
GPR12 C3AR1
BMP2 BRCA2
NFE2L1 POU5F1
RASA2 KDM1B
NFAT5 POLR2F
FOXRED1 UBE2F
RERG TNFRSF8
MNAT1 SYK
C1orf61 PPP1R15B
MMP11 PDCD1
THEM5 TMEM8C
CDKN3 BAP1
GABRE RPL15
MTCP1 PDZK1
SF3A1 SLC2A9
CRKL PAG1
FBXL6 OR10H1
PRSS21 BORA
CXCL6 SSTR2
CARM1 PSMB4
SESN1 NOTCH2
FNBP1 ATP4A
ZP3 ADAM10
NR2E3 RUNX3
TTLL5 SLC24A5
NOB1 PLEC
PCDH1 FGF16
CLEC3A NPR3
FLT1 CCKBR
CCR9 WAS
NOS3 TPM1
CHRM1 E2F1
GAS8 SLC6A15
IGFBP4 ZEB1
NFATC1 CCNK
NDST1 OR4F21
ADRB2 CLTCL1
SAT1 RPL36
GATB RPL27A
FDXR OXA1L
NDRG1 ASL
NFAT5 CLCNKB
IGF2R LCAT
MEF2C PAFAH1B3
SCLT1 TFAM
DTYMK RET
HTR6 ZBTB33
SSTR3 CDK10
TPM3 SLC47A2
TGIF2 PROKR1
ADRB2 AKT1
ALDOA ZFP36L1
UTS2B LYRM5
EFNB1 PCDHB6
STAMBP ZNF177
MIR23B MICB
STAMBP EGR4
KRTAP23-1 CDHR5
IGKV1D-33 GABRQ
TSC22D1 TAF1A
PROM2 EDC3
DAOA HS3ST5
IL24 PTK2B
INHA KAT2B
THEG KCNQ3
ACLY YAP1
NFRKB POLR2E
AKR1C1 PROK2
TNFRSF11B NKX3-2
ALDH2 KPNA7
ERBB4 BUB3
GJA1 BMP2
WHAMM SNX10
FLG2 CHUK
NFASC SP100
NTAN1 GOLGA7
PNN ZYX
EN2 TNFRSF17
FMO2 FXYD2
GAGE2D DNTT
MOBP ST8SIA4
FMNL2 MYO9B
ELF3 AFF3
PCDHA4 MARK4
RAMP3 ZHX3
CDS1 AGPS
BTG1 ING5
CDH6 OPCML
SLC32A1 DNM1
P3H4 CLEC2D
IGSF1 ITGBL1
COX7B DSCAM
NDUFS5 CRYZ
SLC25A5 HK2
PCDH1 BHMT2
CTSO PCSK6
SIRPA ALCAM
CGRRF1 ING5
MIF NUAK2
DRD4 SEPN1
FCN2 NR4A2
FRK BCAR3
DEFA4 OR8U8
NUP160 CRIM1
CPQ MMP9
CCR5 SMO
GJB1 PCSK6
MAP3K11 PRKD1
PTS JRKL
PUS3 POP7
GNPDA1 SCAMP1
DNASE2 MET
ERN2 ID4
VCAN PNN
HAUS1 PAFAH1B3
SLC25A11 ABCG2
HAPLN1 STMN3
NUDT3 COASY
NDRG1 HOOK2
DEFB118 SDC1
MPHOSPH10 PLSCR1
TACSTD2 TCF19
MC3R ACACB
ACSL4 OR10A7
SZT2 PELP1
SMNDC1 PPP1R13B
NR5A2 POU1F1
IL11 CIAO1
LCE1A PIK3R5
PSMC5 KLF5
PRSS3P2 CRIM1
RPS6KC1 ARF5
GRIN2B HTR2A
AK9 NUCB1
ARFGAP1 EFR3B
OR13C9 EAPP
PPP2R1A LIN7A
MGST3 GDE1
MYH13 MUC12
CCL18 CGB7
MARCO TNFRSF14
SYT11 ALAD
NUP62 VAPA
GUK1 MALSU1
CXCL8 VEGFA
CYP11B2 AGTR2
BBC3 MYO7A
CPEB1 ACTR3
OR2J3 IGKV2-29
CD160 ADRA1D
ABHD3 FICD
GUCY1B3 TOPORS
AADAC NUDT16L1
ABCA5 REV3L
LSM6 SNRPC
VPS54 AMOT
EFNA3 WISP2
RPS27 BLZF1
GJB1 CXCL11
PHKB AVPR1A
CNTN4 LSAMP
CXCR2 MC3R
GJB1 TSHB
PMP22 RAPSN
LMTK2 CDK12
AKT1 IGF2
TMED1 TAF2
PAFAH1B3 AMACR
CORIN LCN1
IFIT2 NDOR1
RNF128 SOX21
CST4 GAA
TIMM9 WAC
LALBA WISP1
PARD6B ABI2
KRT85 WHAMM
ADAMTS9 FZD6
SMARCD2 DSG2
OR2W1 CA13
ITGA5 ARF6
CASC2 RBM22
RANBP9 TAF9
PTGDR2 DEFA1
IGSF6 LILRB3
CNTN3 JUN
RAB30 KRT6A
CHPT1 MCTS1
OLFM1 SCUBE1
EFNA2 CD33
RPL7 RPL26
NOCT MIR23A
DDX17 MARCH2
NOS2 NUS1
ERGIC1 OR4K3
CCL21 FOSL1
ATG7 OR2T34
UTS2 CLCN1
OR6Q1 KRTAP13-3
MIF SAG
HTRA4 SERINC5
CLCN3 RAB5C
OR52A1 PRR5
PARP15 MEN1
PLAGL1 DPF1
SIPA1L3 POLR2E
FRS3 FGFR3
PPP1R27 CD46
ADGRG3 SLC16A2
RAPGEFL1 TBXA2R
GNB3 NPBWR2
RALGDS NA
ALG6 KTN1
SNTG2 PTS
FZR1 PRKG2
COL19A1 ANGPTL4
TMEM173 VPREB3
HNRNPH1 TFPT
CCL4 SELPLG
CTSB PTPRF
GAS2L3 DAPK2
TMEM225 MAN2C1
IL1A RIPK2
CRP ABCF1
BATF3 TAF1A
ZBTB33 YWHAE
ALDH2 PAK2
ARHGDIB WASL
POLR2G NMI
GBP2 NCF4
SLC6A2 SYT1
SSTR2 CDC6
SEC23IP VAV1
RPL11 RPL18
KRT28 OR6V1
AHR MAF
DLL3 EXT2
CD160 COL4A3
KCNJ1 ATP1A4
INSL4 FGF16
POLR2C BTF3
SH3GL1 SH3GL3
OMD ITPR2
MMP11 PAEP
PIM1 UBE2V2
GPR45 TFAP2B
ZBTB7B BMP8A
HLA-B FAM150B
CKAP4 ZCRB1
ANO4 LRRC41
CIB1 AOC3
BST1 RUNX1
NR6A1 BCAT1
MT1X GATA6
ADAM8 FBXO6
GLMN ZNF443
HLA-DPA1 MIR210
RPL13 SULF1
APBA1 SYNE1
TBC1D7-LOC100130357 GDF10
DOK3 CORO1A
CDX2 NFIX
INTS10 PRPF19
CXCL8 RASD1
NPAS2 CELSR1
IGFBP4 OSMR
FBXO27 RLTPR
PMVK ALDH3A2
MOG RPS6KA3
NAT2 OR9Q1
BMPER OR9Q1
AIFM3 TP53BP2
DSPP F2
DLL1 CXCL8
APPL1 CDC27
TNFSF10 TNFSF9
KRTAP6-1 HSPBP1
HTR3E CHST14
XRRA1 CLP1
CDC40 DHX16
NCR3LG1 RPP14
TBX2 GLP2R
STAB1 NDP
ACAA1 OR6C6
SF3B2 SEC61B
USP16 CEP68
FABP1 DGCR6
CRX TYR
DOK1 NECAB3
DHX37 CRKL
MIR138-2 GPX8
CYP2R1 EXPH5
NAXE MIR107
COPS4 LMAN2
LEFTY1 ESYT3
PCSK2 PRSS2
GPR12 PTGER3
PHLDA1 KCNIP1
NOX4 BNIP3
URM1 ZNF443
PIK3IP1 RAD23A
CCL16 ZYX
SCN8A ARPC1B
ABL1 DHX16
NECTIN3 TRMT1
SMTN SRI
HTT LHX1
LTB4R CCL18
GFI1 FTL
MCM3 NDUFA4
HFE TCEB2
KLRG1 IFITM1
TRAPPC6B DUSP23
PDIA5 ATF6
ABCA3 OR5F1
HDAC6 RPL17
TRAF3IP2 TUBB4B
OR51L1 LSAMP
MPHOSPH8 BRD1
TAC4 FAM92A1
CNTN2 ABI2
GNA13 EID2B
TAF1L ADCY5
OXA1L PGD
ACACA KTN1
VTI1B CD160
LAMP1 ETV1
DNM1L AOC1
EGFL7 CYP4A22
SIRPA SLURP1
SLC47A2 MDGA2
POLI SLC16A8
ABCA3 BCAR3
SCN8A CPNE6
RASGRP1 FAM3B
BTN2A1 CPNE6
SRP14 TRIM3
CCR9 CXCL10
SEPT6 AK5
ADRA2A SSH2
RABEPK HSPA6
A1BG CLDN4
LRP6 LRRC26
GCG SERPINF1
LYRM5 NGFR
GCG GRM1
TNFRSF13B UHRF1
DPPA4 RASGRP3
PCDHA11 ACTN2
TIFAB FAM98B
BOP1 HES1
SLC43A2 ARRB1
GCH1 BCAP31
OXTR PSG11
DBP SUPT3H
AFP TNNT3
FNBP1 ANKS4B
PCDH8 SRD5A2
MAF SHOX
VENTX DRAM1
APBA1 LSAMP
STAT1 HAND1
GPR39 PTGER2
ACOT8 CPNE6
HSF2BP ETV1
DTX1 CREB5
EIF4A2 EIF3F
HNRNPUL1 SPCS1
RASGRP4 ISG20
ADGRB1 CNOT8
HMGA2 DLK1
DSG4 ELL3
C1orf61 IDH3A
AKR1C1 FDXR
OR2I1P PRELID1
AUTS2 ANKFY1
CRHR1 MAP9
HBE1 TTLL8
OSBPL6 NLRC5
VNN2 WASF1
METAP1 SNAPC3
APBA1 LAMB1
TMPRSS11E IGHM
RABGGTA RPN2
KCNIP4 SOCS4
DCX DCLK1
CEBPB NR5A2
LSM4 SRSF7
MEIS2 ACOT9
SLC26A1 UQCC1
NTSR1 RIT2
HID1 LAMC1
CHD3 NEUROG1
SPTB FHL3
MPV17 EEF1D
ATP6V1C2 GALNT13
FASTK PCSK2
GPR176 MSLN
ALB AQP4
GIPR COL5A3
CDKN3 BCCIP
POMT1 MCL1
SCN8A ENC1
HNF4A SMARCAL1
NCF4 AQP1
ATF6B LRRC26
EXT1 GHRHR
ALMS1 CSRP1
GPR12 PTAFR
PTTG1 IPO8
MAU2 FBXO45
CTPS2 HTRA4
PTK2B IKBKAP
PPP6R1 TRMT1
STUB1 DZIP3
ANAPC10 MKI67
SIK3 RENBP
EPHA6 DHRS9
DLL3 COL2A1
